,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Loan_Status,Credit_History,Gender_Male,Self_Employed_Yes,Education_Not Graduate,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
301,2875,1750.0,105.0,360.0,Y,1.0,True,False,True,True,True,False,False,False,False,True,False
302,5000,0.0,132.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,True,False,False
303,1625,1803.0,96.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,False,True
304,4000,2500.0,140.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,True,False,False
306,3762,1666.0,135.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,True,False,False
307,2400,1863.0,104.0,360.0,N,0.0,False,False,False,False,True,False,False,False,False,False,True
310,2917,0.0,84.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,True,False
311,2927,2405.0,111.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,False,True,False
312,2507,0.0,56.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,True,False,False
315,3399,1640.0,111.0,180.0,Y,1.0,True,False,True,True,False,True,False,False,False,False,True
316,3717,0.0,120.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
319,10000,0.0,155.0,360.0,N,1.0,True,True,False,True,False,True,False,False,True,False,False
320,2400,2167.0,115.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
321,4342,189.0,124.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,False,True,False
326,4917,0.0,130.0,360.0,Y,0.0,True,False,False,False,True,False,False,False,True,False,False
327,5818,2160.0,184.0,360.0,Y,1.0,True,True,False,True,True,False,False,False,False,True,False
328,4333,2451.0,110.0,360.0,N,1.0,False,False,False,True,True,False,False,False,False,False,True
329,2500,0.0,67.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,False,True
330,4384,1793.0,117.0,360.0,Y,1.0,True,False,False,False,False,True,False,False,False,False,True
331,2935,0.0,98.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,True,False
332,2833,0.0,71.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,False,True
336,5250,688.0,160.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,True,False,False
337,2500,4600.0,176.0,360.0,Y,1.0,True,True,False,True,False,False,True,False,True,False,False
339,4160,0.0,71.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,True,False
340,2647,1587.0,173.0,360.0,N,1.0,True,False,True,True,False,False,False,True,True,False,False
341,2378,0.0,46.0,360.0,N,1.0,False,False,False,False,True,False,False,False,True,False,False
342,4554,1229.0,158.0,360.0,Y,1.0,True,False,True,True,False,True,False,False,False,False,True
343,3173,0.0,74.0,360.0,Y,1.0,True,False,True,True,False,False,False,True,False,True,False
344,2583,2330.0,125.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,True,False,False
345,2499,2458.0,160.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
346,3523,3230.0,152.0,360.0,N,0.0,True,False,True,True,True,False,False,False,True,False,False
347,3083,2168.0,126.0,360.0,Y,1.0,True,False,True,True,False,False,True,False,False,False,True
349,2625,6250.0,187.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
350,9083,0.0,228.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
352,2666,2083.0,95.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,True,False,False
353,5500,0.0,105.0,360.0,N,0.0,False,True,False,True,True,False,False,False,True,False,False
354,2423,505.0,130.0,360.0,Y,1.0,False,False,False,True,True,False,False,False,False,True,False
355,3813,0.0,116.0,180.0,Y,1.0,False,False,False,False,True,False,False,False,False,False,True
356,8333,3167.0,165.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,True,False,False
357,3875,0.0,67.0,360.0,N,1.0,True,False,False,True,False,True,False,False,False,False,True
358,3000,1666.0,100.0,480.0,N,0.0,True,False,True,True,True,False,False,False,False,False,True
359,5167,3167.0,200.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,False,True,False
360,4723,0.0,81.0,360.0,N,1.0,False,False,False,False,False,True,False,False,False,True,False
361,5000,3667.0,236.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
362,4750,2333.0,130.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
364,6822,0.0,141.0,360.0,Y,1.0,True,True,False,False,True,False,False,False,True,False,False
365,6216,0.0,133.0,360.0,N,1.0,True,False,True,False,True,False,False,False,True,False,False
366,2500,0.0,96.0,480.0,N,1.0,True,False,False,False,True,False,False,False,False,True,False
368,6325,0.0,175.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,True,False
370,15759,0.0,55.0,360.0,Y,1.0,False,True,False,False,True,False,False,False,False,True,False
371,5185,0.0,155.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
373,3062,1987.0,111.0,180.0,N,0.0,True,False,False,False,False,True,False,False,False,False,True
374,2764,1459.0,110.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,False,True
375,4817,923.0,120.0,180.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
376,8750,4996.0,130.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,True,False,False
378,3069,0.0,71.0,480.0,N,1.0,True,False,False,False,True,False,False,False,False,False,True
379,5391,0.0,130.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,False,True
380,3333,2500.0,128.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
382,6000,0.0,156.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,False,True
383,7167,0.0,128.0,360.0,Y,1.0,True,True,False,False,True,False,False,False,False,False,True
384,4566,0.0,100.0,360.0,N,1.0,True,False,False,True,False,False,True,False,False,False,True
385,3667,0.0,113.0,180.0,Y,1.0,True,False,False,False,False,True,False,False,False,False,True
386,2346,1600.0,132.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,False,True,False
388,2333,2417.0,136.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
389,5488,0.0,125.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
390,9167,0.0,185.0,360.0,Y,1.0,True,False,False,False,False,False,False,True,True,False,False
393,1993,1625.0,113.0,180.0,Y,1.0,True,False,True,True,False,False,True,False,False,True,False
394,3100,1400.0,113.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,False,True
396,3180,0.0,71.0,360.0,N,0.0,False,False,False,False,True,False,False,False,False,False,True
397,3033,1459.0,95.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
398,3902,1666.0,109.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,True,False,False
399,1500,1800.0,103.0,360.0,N,0.0,False,False,False,False,True,False,False,False,False,True,False
400,2889,0.0,45.0,180.0,N,0.0,True,False,True,True,False,False,True,False,False,False,True
401,2755,0.0,65.0,300.0,N,1.0,True,False,True,False,True,False,False,False,True,False,False
402,2500,20000.0,103.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,True,False
403,1963,0.0,53.0,360.0,Y,1.0,False,False,True,False,True,False,False,False,False,True,False
404,7441,0.0,194.0,360.0,N,1.0,False,True,False,False,True,False,False,False,True,False,False
405,4547,0.0,115.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,True,False
406,2167,2400.0,115.0,360.0,Y,1.0,True,False,True,True,True,False,False,False,False,False,True
407,2213,0.0,66.0,360.0,Y,1.0,False,False,True,False,True,False,False,False,True,False,False
408,8300,0.0,152.0,300.0,N,0.0,True,False,False,True,False,True,False,False,False,True,False
410,3867,0.0,62.0,360.0,N,1.0,False,True,True,False,False,True,False,False,False,True,False
412,6096,0.0,218.0,360.0,N,0.0,True,False,True,True,True,False,False,False,True,False,False
413,2253,2033.0,110.0,360.0,Y,1.0,True,False,True,True,True,False,False,False,True,False,False
414,2149,3237.0,178.0,360.0,N,0.0,False,False,True,True,True,False,False,False,False,True,False
415,2995,0.0,60.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,False,True
416,2600,0.0,160.0,360.0,N,1.0,False,False,False,False,False,True,False,False,False,False,True
417,1600,20000.0,239.0,360.0,N,1.0,True,True,False,True,False,False,True,False,False,False,True
418,1025,2773.0,112.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
419,3246,1417.0,138.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
420,5829,0.0,138.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
422,1820,1719.0,100.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
424,14880,0.0,96.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
425,2666,4300.0,121.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
426,4606,0.0,81.0,360.0,N,1.0,False,False,True,False,False,True,False,False,True,False,False
427,5935,0.0,133.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
428,2920,16.12000084,87.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
429,2717,0.0,60.0,180.0,Y,1.0,True,False,True,False,True,False,False,False,False,False,True
430,8624,0.0,150.0,360.0,Y,1.0,False,True,False,False,False,True,False,False,False,True,False
431,6500,0.0,105.0,360.0,N,0.0,True,False,False,False,True,False,False,False,True,False,False
433,2425,2340.0,143.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
434,3750,0.0,100.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,False,True
436,1926,1851.0,50.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,True,False
438,10416,0.0,187.0,360.0,N,0.0,True,True,False,False,True,False,False,False,False,False,True
439,7142,0.0,138.0,360.0,Y,1.0,False,True,True,True,True,False,False,False,True,False,False
440,3660,5064.0,187.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,True,False
441,7901,1833.0,180.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
442,4707,1993.0,148.0,360.0,Y,1.0,True,False,True,False,False,False,False,True,False,True,False
443,37719,0.0,152.0,360.0,Y,1.0,True,False,False,False,False,True,False,False,False,True,False
445,3466,1210.0,130.0,360.0,Y,1.0,True,True,False,True,False,True,False,False,True,False,False
446,4652,0.0,110.0,360.0,Y,1.0,True,False,True,True,False,False,True,False,True,False,False
447,3539,1376.0,55.0,360.0,N,1.0,True,False,False,True,True,False,False,False,True,False,False
448,3340,1710.0,150.0,360.0,N,0.0,True,False,False,True,False,False,True,False,True,False,False
450,2309,1255.0,125.0,360.0,N,0.0,True,False,True,True,False,False,True,False,True,False,False
452,3948,1733.0,149.0,360.0,N,0.0,True,False,False,True,True,False,False,False,True,False,False
453,2483,2466.0,90.0,180.0,Y,0.0,True,False,False,True,True,False,False,False,True,False,False
454,7085,0.0,84.0,360.0,Y,1.0,True,True,False,False,True,False,False,False,False,True,False
455,3859,0.0,96.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
456,4301,0.0,118.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
457,3708,2569.0,173.0,360.0,N,1.0,True,False,False,True,True,False,False,False,False,False,True
458,4354,0.0,136.0,360.0,Y,1.0,True,False,False,False,False,False,True,False,True,False,False
459,8334,0.0,160.0,360.0,N,1.0,True,False,False,True,True,False,False,False,False,True,False
461,7740,0.0,128.0,180.0,Y,1.0,True,False,False,True,False,False,False,True,False,False,True
462,3015,2188.0,153.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
463,5191,0.0,132.0,360.0,Y,1.0,False,False,True,False,False,True,False,False,False,True,False
464,4166,0.0,98.0,360.0,N,0.0,True,False,False,False,True,False,False,False,False,True,False
465,6000,0.0,140.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,True,False,False
466,2947,1664.0,70.0,180.0,N,0.0,True,False,True,True,False,False,False,True,False,False,True
468,210,2917.0,98.0,360.0,Y,1.0,False,False,True,True,False,False,True,False,False,True,False
469,4333,2451.0,110.0,360.0,N,1.0,True,False,False,True,True,False,False,False,False,False,True
470,3450,2079.0,162.0,360.0,Y,1.0,True,True,False,True,False,True,False,False,False,True,False
471,2653,1500.0,113.0,180.0,N,0.0,True,False,True,True,False,True,False,False,True,False,False
472,4691,0.0,100.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,False,True,False
474,5532,4648.0,162.0,360.0,Y,1.0,True,False,False,False,False,False,True,False,True,False,False
475,16525,1014.0,150.0,360.0,Y,1.0,True,True,False,True,False,False,True,False,True,False,False
476,6700,1750.0,230.0,300.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
478,16667,2250.0,86.0,360.0,Y,1.0,True,True,False,True,False,True,False,False,False,True,False
480,4350,0.0,154.0,360.0,Y,1.0,False,False,True,False,True,False,False,False,True,False,False
481,3095,0.0,113.0,360.0,Y,1.0,True,False,True,True,False,False,False,True,True,False,False
482,2083,3150.0,128.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
483,10833,0.0,234.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
484,8333,0.0,246.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
485,1958,2436.0,131.0,360.0,Y,1.0,True,False,True,True,False,True,False,False,True,False,False
486,3547,0.0,80.0,360.0,N,0.0,True,False,False,False,False,False,True,False,True,False,False
488,4583,2083.0,160.0,360.0,Y,1.0,True,True,False,True,False,False,True,False,False,True,False
489,2435,0.0,75.0,360.0,N,1.0,True,False,False,False,True,False,False,False,False,False,True
492,3691,0.0,110.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,True,False,False
493,17263,0.0,225.0,360.0,Y,1.0,False,True,True,False,True,False,False,False,False,True,False
494,3597,2157.0,119.0,360.0,N,0.0,True,False,False,True,True,False,False,False,True,False,False
495,3326,913.0,105.0,84.0,Y,1.0,False,False,False,True,False,True,False,False,False,True,False
496,2600,1700.0,107.0,360.0,Y,1.0,True,False,True,True,True,False,False,False,True,False,False
498,2895,0.0,95.0,360.0,Y,1.0,True,True,False,True,False,True,False,False,False,True,False
499,6283,4416.0,209.0,360.0,N,0.0,True,False,False,False,True,False,False,False,True,False,False
500,645,3683.0,113.0,480.0,Y,1.0,False,False,False,False,True,False,False,False,True,False,False
501,3159,0.0,100.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,False,True,False
502,4865,5624.0,208.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
504,3814,1483.0,124.0,300.0,Y,1.0,True,False,True,True,True,False,False,False,False,True,False
505,3510,4416.0,243.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,True,False,False
508,2479,3013.0,188.0,360.0,Y,1.0,True,True,False,True,True,False,False,False,False,False,True
509,13262,0.0,40.0,360.0,Y,1.0,False,False,False,False,False,True,False,False,False,False,True
510,3598,1287.0,100.0,360.0,N,1.0,True,False,True,False,True,False,False,False,True,False,False
511,6065,2004.0,250.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,True,False
512,3283,2035.0,148.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,False,True
513,2130,6666.0,70.0,180.0,N,1.0,True,False,False,True,True,False,False,False,False,True,False
515,3466,3428.0,150.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,True,False,False
516,2031,1632.0,113.0,480.0,Y,1.0,False,False,False,True,False,False,True,False,False,True,False
517,3074,1800.0,123.0,360.0,N,0.0,True,False,True,True,True,False,False,False,False,True,False
518,4683,1915.0,185.0,360.0,N,1.0,True,False,False,False,True,False,False,False,False,True,False
519,3400,0.0,95.0,360.0,N,1.0,False,False,True,False,True,False,False,False,True,False,False
520,2192,1742.0,45.0,360.0,Y,1.0,True,False,True,True,False,False,True,False,False,True,False
521,2500,0.0,55.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,True,False
522,5677,1424.0,100.0,360.0,Y,1.0,True,True,False,True,False,False,False,True,True,False,False
526,3775,0.0,110.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
527,5285,1430.0,161.0,360.0,Y,0.0,True,False,True,True,False,True,False,False,False,True,False
528,2679,1302.0,94.0,360.0,Y,1.0,True,False,True,False,False,True,False,False,False,True,False
529,6783,0.0,130.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,False,True,False
531,4281,0.0,100.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,False,False,True
532,3588,0.0,110.0,360.0,N,0.0,True,False,False,False,False,False,True,False,True,False,False
534,18165,0.0,125.0,360.0,Y,1.0,False,True,True,False,True,False,False,False,False,False,True
535,2550,2042.0,126.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,True,False,False
537,3617,0.0,107.0,360.0,Y,1.0,True,False,False,False,False,False,True,False,False,True,False
538,2917,536.0,66.0,360.0,N,1.0,True,False,True,True,True,False,False,False,True,False,False
539,6417,0.0,157.0,180.0,Y,1.0,True,False,False,True,False,False,False,True,True,False,False
540,4608,2845.0,140.0,180.0,Y,1.0,False,False,False,True,False,True,False,False,False,True,False
541,2138,0.0,99.0,360.0,N,0.0,False,False,False,False,True,False,False,False,False,True,False
542,3652,0.0,95.0,360.0,Y,1.0,False,False,False,False,False,True,False,False,False,True,False
543,2239,2524.0,128.0,360.0,Y,1.0,True,False,True,True,False,True,False,False,False,False,True
545,2768,1950.0,155.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
546,3358,0.0,80.0,36.0,N,1.0,True,False,True,False,True,False,False,False,False,True,False
547,2526,1783.0,145.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,True,False,False
548,5000,0.0,103.0,360.0,N,0.0,False,False,False,False,True,False,False,False,False,True,False
549,2785,2016.0,110.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
552,3333,3250.0,158.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,False,True
553,2454,2333.0,181.0,360.0,N,0.0,True,False,True,True,True,False,False,False,False,False,True
554,3593,4266.0,132.0,180.0,N,0.0,True,False,False,True,True,False,False,False,True,False,False
555,5468,1032.0,26.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,True,False
557,10139,0.0,260.0,360.0,Y,1.0,True,True,False,True,False,False,False,True,False,True,False
558,3887,2669.0,162.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
559,4180,2306.0,182.0,360.0,Y,1.0,False,False,False,True,True,False,False,False,False,True,False
560,3675,242.0,108.0,360.0,Y,1.0,True,False,True,True,False,False,True,False,False,True,False
562,5923,2054.0,211.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
563,5800,0.0,132.0,360.0,Y,1.0,True,True,True,False,True,False,False,False,False,True,False
564,8799,0.0,258.0,360.0,N,0.0,True,False,False,True,False,False,True,False,False,False,True
566,3333,0.0,70.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,False,True
567,3400,2500.0,123.0,360.0,N,0.0,True,False,False,True,False,False,False,True,True,False,False
568,2378,0.0,9.0,360.0,N,1.0,False,False,False,False,True,False,False,False,False,False,True
569,3166,2064.0,104.0,360.0,N,0.0,True,False,False,True,True,False,False,False,False,False,True
570,3417,1750.0,186.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,False,True
571,5116,1451.0,165.0,360.0,N,0.0,True,False,False,True,True,False,False,False,False,False,True
573,6125,1625.0,187.0,480.0,N,1.0,True,False,True,True,False,False,True,False,False,True,False
574,6406,0.0,150.0,360.0,N,1.0,True,False,False,True,False,False,False,True,False,True,False
575,3159,461.0,108.0,84.0,Y,1.0,True,False,False,True,False,False,True,False,False,False,True
577,3229,2739.0,110.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,False,True
578,1782,2232.0,107.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,True,False,False
579,3182,2917.0,161.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,False,False,True
580,6540,0.0,205.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,True,False
581,1836,33837.0,90.0,360.0,N,1.0,True,False,False,False,True,False,False,False,False,False,True
582,3166,0.0,36.0,360.0,Y,1.0,False,False,False,True,True,False,False,False,False,True,False
584,2787,1917.0,146.0,360.0,N,0.0,True,False,False,True,False,True,False,False,True,False,False
585,4283,3000.0,172.0,84.0,N,1.0,True,False,False,True,False,True,False,False,True,False,False
586,2297,1522.0,104.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,False,False,True
587,2165,0.0,70.0,360.0,Y,1.0,False,False,True,False,True,False,False,False,False,True,False
589,2726,0.0,106.0,360.0,N,0.0,True,True,False,True,False,False,True,False,False,True,False
590,3000,3416.0,56.0,180.0,Y,1.0,True,False,False,True,True,False,False,False,False,True,False
591,6000,0.0,205.0,240.0,N,1.0,True,True,False,True,False,False,True,False,False,True,False
593,3859,3300.0,142.0,180.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
594,16120,0.0,260.0,360.0,Y,1.0,True,True,False,True,True,False,False,False,False,False,True
595,3833,0.0,110.0,360.0,Y,1.0,True,False,True,False,True,False,False,False,True,False,False
596,6383,1000.0,187.0,360.0,N,1.0,True,True,True,True,False,False,True,False,True,False,False
597,2987,0.0,88.0,360.0,N,0.0,True,False,False,False,True,False,False,False,False,True,False
598,9963,0.0,180.0,360.0,Y,1.0,True,True,False,True,True,False,False,False,True,False,False
599,5780,0.0,192.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,False,True
601,2894,2792.0,155.0,360.0,Y,1.0,True,False,True,True,True,False,False,False,True,False,False
602,5703,0.0,128.0,360.0,Y,1.0,True,False,False,True,False,False,False,True,False,False,True
603,3676,4301.0,172.0,360.0,Y,1.0,True,False,False,False,True,False,False,False,True,False,False
606,3400,2500.0,173.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,True,False
607,3987,1411.0,157.0,360.0,Y,1.0,True,False,True,True,False,False,True,False,True,False,False
608,3232,1950.0,108.0,360.0,Y,1.0,True,False,False,True,True,False,False,False,True,False,False
609,2900,0.0,71.0,360.0,Y,1.0,False,False,False,False,True,False,False,False,True,False,False
610,4106,0.0,40.0,180.0,Y,1.0,True,False,False,True,False,False,False,True,True,False,False
611,8072,240.0,253.0,360.0,Y,1.0,True,False,False,True,False,True,False,False,False,False,True
612,7583,0.0,187.0,360.0,Y,1.0,True,False,False,True,False,False,True,False,False,False,True
613,4583,0.0,133.0,360.0,N,0.0,False,True,False,False,True,False,False,False,False,True,False
